decade,year,gener,source,left_context,keyword,right_context,text,dm_code,notes,auto_code,confidence,reason
1860,1864,FIC,ClotelleColored,"name is Tobias, but they calls me Toby. "" ""","Well,","Toby, or Mr. Tobias, if dat will suit you better,","  , and my name is Tobias, but they calls me Toby. "" "" Well, Toby, or Mr. Tobias, if dat will suit you better, you",1,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,"and hat, off the negro started for the city. Being",well,acquainted with the usual walk of the patrols he found,"  to his boots and hat, off the negro started for the city. Being well acquainted with the usual walk of the patrols he found no difficulty in keeping out",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,"age of the negro, by mere observation, unless they are",well,"acquainted with the race. Therefore, the slave-trader frequently carried out","  approaching the real age of the negro, by mere observation, unless they are well acquainted with the race. Therefore, the slave-trader frequently carried out the deception with",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,"Pompey had long been with Jennings, and understood his business","well,",and if he did not take delight in the discharge,"  trader's advertisement. Pompey had long been with Jennings, and understood his business well, and if he did not take delight in the discharge of his duty,",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,up for it in dress. Mr. Wilson kept his house-servants,well,"dressed, and as for Sam, he was seldom seen except","  he endeavored to make up for it in dress. Mr. Wilson kept his house-servants well dressed, and as for Sam, he was seldom seen except in a ruffled",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,"bucket "" at its end, swung majestically over the deep",well.,The garden was scarcely to be equalled. Its grounds were,"  with "" the moss-covered bucket "" at its end, swung majestically over the deep well. The garden was scarcely to be equalled. Its grounds were laid out in",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,slightest idea of what would become of them; but he,well,knew that the old woman would have no mercy on,  He had not the slightest idea of what would become of them; but he well knew that the old woman would have no mercy on them. CHAPTER XIII.,0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,"heart. Her sad, pale cheeks and swollen eyes showed too",well,"that agony, far deeper than her speech portrayed, filled her","  gnawing at her heart. Her sad, pale cheeks and swollen eyes showed too well that agony, far deeper than her speech portrayed, filled her heart. A",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,"replied Gertrude; "" but I feat you are not. If",well,"in body, I fear you are not at peace in","  Henry, "" replied Gertrude; "" but I feat you are not. If well in body, I fear you are not at peace in mind. "" """,0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,"devoted and loving wife, and inquired if she was not",well.,""" I am, dear Henry, "" replied Gertrude; "" but","  the side of his devoted and loving wife, and inquired if she was not well. "" I am, dear Henry, "" replied Gertrude; "" but I",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,"you is thirty years old and no more. "" """,Well,"den, I guess I will only be thirty when dey","  . Now remember dat you is thirty years old and no more. "" "" Well den, I guess I will only be thirty when dey ax me. """,1,NA,NA,low,MANUAL REVIEW NEEDED
1860,1864,FIC,ClotelleColored,friend. He was always anxious that his slaves should appear,well,"on the Sabbath, and have an opportunity of hearing the","  in him a liberal friend. He was always anxious that his slaves should appear well on the Sabbath, and have an opportunity of hearing the word of God.",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,this correspondent had known the nature of your reputation as,well,"as I do, he would have said, Your former writings","  regulating our minds. If this correspondent had known the nature of your reputation as well as I do, he would have said, Your former writings and measures would",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,each other happy. Thus I corrected that great erratum as,well,"as I could. About this time, our club meeting, not","  mutually endeavored to make each other happy. Thus I corrected that great erratum as well as I could. About this time, our club meeting, not at a",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin," sir, if you arrive",well,"before Duquesne, with these fine troops, so well provided with","  sir, if you arrive well before Duquesne, with these fine troops, so well provided with artillery, that place not yet compleatly fortified, and as we hear",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"lax in their principles of religion, particularly Ralph, who, as",well,"as Collins, had been unsettled by me, for which they","  rather more lax in their principles of religion, particularly Ralph, who, as well as Collins, had been unsettled by me, for which they both made me",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"correspondence that improv'd my newspaper, increas'd the number demanded, as",well,"as the advertisements to be inserted, so that it came","  the correspondence that improv'd my newspaper, increas'd the number demanded, as well as the advertisements to be inserted, so that it came to afford me a",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"liv'd on a pretty good familiar footing, and agreed tolerably","well,",for he suspected nothing of my setting up. He retained,"  Keimer and I liv'd on a pretty good familiar footing, and agreed tolerably well, for he suspected nothing of my setting up. He retained a great deal",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"this came hot out of the frying-pan, it smelt admirably",well.,"I balanc'd some time between principle and inclination, till I","  , and, when this came hot out of the frying-pan, it smelt admirably well. I balanc'd some time between principle and inclination, till I recollected that",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"an excellent constitution of body, was of middle stature, but",well,"set, and very strong; he was ingenious, could draw prettily,","  . He had an excellent constitution of body, was of middle stature, but well set, and very strong; he was ingenious, could draw prettily, was",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"died there. Keimer had got a better house, a shop",well,"supply'd with stationery, plenty of new types, a number of","  Indies, and died there. Keimer had got a better house, a shop well supply'd with stationery, plenty of new types, a number of hands,",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,my small fund of sense for such performances was pretty,well,"exhausted and then I discovered it, when I began to","  I kept my secret till my small fund of sense for such performances was pretty well exhausted and then I discovered it, when I began to be considered a little",0,NA,0,high,Intensifier + well
1860,1868,FIC,AutobiographyBenjamin,"proposal being a novelty in America, and at first not",well,"understood, he met with but small success. At length he","  it, but the proposal being a novelty in America, and at first not well understood, he met with but small success. At length he came to me",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"on! "" This observation of the messenger was, it seems,",well,"founded; for, when in England, I understood that Mr. Pitt","  never rides on! "" This observation of the messenger was, it seems, well founded; for, when in England, I understood that Mr. Pitt gave it",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"education, which having so large a family he could not",well,"afford, and the mean living many so educated were afterwards","  expense of a college education, which having so large a family he could not well afford, and the mean living many so educated were afterwards able to obtain --",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"had a sociable company in the cabin, and lived uncommonly","well,","having the addition of all Mr. Hamilton's stores, who had","  our voyage. We had a sociable company in the cabin, and lived uncommonly well, having the addition of all Mr. Hamilton's stores, who had laid in",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"a stop to such abuse, I imagin'd it might be",well,"to publish the articles of their belief, and the rules","  , to put a stop to such abuse, I imagin'd it might be well to publish the articles of their belief, and the rules of their discipline.",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"honest partner, Mr. David Hall, with whose character I was",well,"acquainted, as he had work'd for me four years. He","  industrious, and honest partner, Mr. David Hall, with whose character I was well acquainted, as he had work'd for me four years. He took off",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"were spent with him, and he continu'd a sober as",well,as an industrious lad; was much respected for his learning,"  leisure for conversation were spent with him, and he continu'd a sober as well as an industrious lad; was much respected for his learning by several of the",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"my business. Perhaps, too, she thought my expectations not so",well,founded as I imagined them to be. My chief acquaintances,"  up in my business. Perhaps, too, she thought my expectations not so well founded as I imagined them to be. My chief acquaintances at this time were",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"from others which would be profitable; and, if I manag'd","well,",would establish me handsomely. The thing pleas'd me; for I,"  me commissions from others which would be profitable; and, if I manag'd well, would establish me handsomely. The thing pleas'd me; for I was",0,NA,0,high,Noun: the well
1860,1868,FIC,AutobiographyBenjamin,"not as any one pleases. And, lastly (I may as",well,"confess it, since my denial of it will be believed","  read or not as any one pleases. And, lastly (I may as well confess it, since my denial of it will be believed by nobody),",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"more and more attach'd to me on that account, as",well,as from the similarity of our studies. He at length,"  master, grew more and more attach'd to me on that account, as well as from the similarity of our studies. He at length proposed to me travelling",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"several were desirous of introducing their friends, which could not",well,be done without exceeding what we had settled as a,"  the members, that several were desirous of introducing their friends, which could not well be done without exceeding what we had settled as a convenient number, viz.,",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"to say, "" To be sure, sir, if you arrive",well,"before Duquesne, with these fine troops, so well provided with","  'd only to say, "" To be sure, sir, if you arrive well before Duquesne, with these fine troops, so well provided with artillery, that",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"and see them; but I avoided it, and it was",well,I did; for the next day the captain miss'd a,"  me to come and see them; but I avoided it, and it was well I did; for the next day the captain miss'd a silver spoon and",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"advantage. "" We both of us happen'd to know, as",well,"as the stationer, that Riddlesden, the attorney, was a very","  to greater advantage. "" We both of us happen'd to know, as well as the stationer, that Riddlesden, the attorney, was a very knave.",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"into verse; and, after a time, when I had pretty",well,"forgotten the prose, turned them back again. I also sometimes","  turned them into verse; and, after a time, when I had pretty well forgotten the prose, turned them back again. I also sometimes jumbled my collections",0,NA,0,high,Intensifier + well
1860,1868,FIC,AutobiographyBenjamin,"for its effects upon your vast and rising country, as",well,as upon England and upon Europe) that it should stand,"  is proper (even for its effects upon your vast and rising country, as well as upon England and upon Europe) that it should stand respectable and eternal.",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,circumstances keeping him close to his trade; but I remember,well,"his being frequently visited by leading people, who consulted him","  the straitness of his circumstances keeping him close to his trade; but I remember well his being frequently visited by leading people, who consulted him for his opinion in",0,NA,0,high,Adverb: verb + well
1860,1868,FIC,AutobiographyBenjamin,"vinegar 6 lbs. rice. 6 lbs. raisins. These twenty parcels,",well,"pack'd, were placed on as many horses, each parcel, with","  vinegar 6 lbs. rice. 6 lbs. raisins. These twenty parcels, well pack'd, were placed on as many horses, each parcel, with the",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"to Oxford; where he continued about a year, but not",well,"satisfi'd, wishing of all things to see London, and become","  he was sent to Oxford; where he continued about a year, but not well satisfi'd, wishing of all things to see London, and become a player",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"related to the victuals on the table, whether it was",well,"or ill dressed, in or out of season, of good","  ever taken of what related to the victuals on the table, whether it was well or ill dressed, in or out of season, of good or bad flavor",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"clearness and strength of judgment, and therefore recommended it as",well,"worthy of their closest and most serious attention. "" The","  drawn up with great clearness and strength of judgment, and therefore recommended it as well worthy of their closest and most serious attention. "" The House, however,",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"of my own, aiming at the graceful and easy as",well,as the useful. All these I took this occasion of,"  positions, added some of my own, aiming at the graceful and easy as well as the useful. All these I took this occasion of exhibiting to the company",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"I allow'd two square feet, I computed that he might",well,be heard by more than thirty thousand. This reconcil'd me,"  each of whom I allow'd two square feet, I computed that he might well be heard by more than thirty thousand. This reconcil'd me to the newspaper",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,for myself were nicely form'd by instrument-makers. His lectures were,well,"attended, and gave great satisfaction; and after some time he","  had roughly made for myself were nicely form'd by instrument-makers. His lectures were well attended, and gave great satisfaction; and after some time he went thro'",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,""" I shall take the money, for I understand very",well,"their meaning; other grain is gunpowder, "" which he accordingly","  be reply'd, "" I shall take the money, for I understand very well their meaning; other grain is gunpowder, "" which he accordingly bought, and",0,NA,0,high,Intensifier + well
1860,1868,FIC,AutobiographyBenjamin,Europe. I thought so; but I was not then so,well,"acquainted with his lordship's character, of which indecision was one","  of departing for Europe. I thought so; but I was not then so well acquainted with his lordship's character, of which indecision was one of the strongest",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"rule to keep our institution a secret, which was pretty",well,observ'd; the intention was to avoid applications of improper persons,"  beginning made it a rule to keep our institution a secret, which was pretty well observ'd; the intention was to avoid applications of improper persons for admittance,",0,NA,0,high,Intensifier + well
1860,1868,FIC,AutobiographyBenjamin,"was much in and about it, learnt early to swim","well,",and to manage boats; and when in a boat or,"  the water, I was much in and about it, learnt early to swim well, and to manage boats; and when in a boat or canoe with other",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"the road he sees wrapped up in the fog, as",well,"as those behind him, and also the people in the","  distance before him on the road he sees wrapped up in the fog, as well as those behind him, and also the people in the fields on each side",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin, think,well,"of individuals in your native country, they will go nearer","  think well of individuals in your native country, they will go nearer to thinking well of your country; and when your countrymen see themselves well thought of by Englishmen",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin, countrymen see themselves,well,"thought of by Englishmen, they will go nearer to thinking","  countrymen see themselves well thought of by Englishmen, they will go nearer to thinking well of England. Extend your views even further; do not stop at those who",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"the better, but with an additional provision for lighting as",well,"as paving the streets, which was a great improvement. It","  I thought not for the better, but with an additional provision for lighting as well as paving the streets, which was a great improvement. It was by a",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"large house ready built, which, with a few alterations, might",well,"serve our purpose. This was the building before mentioned, erected","  way a large house ready built, which, with a few alterations, might well serve our purpose. This was the building before mentioned, erected by the hearers",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"habitude of all these virtues, I judg'd it would be",well,not to distract my attention by attempting the whole at,"  to acquire the habitude of all these virtues, I judg'd it would be well not to distract my attention by attempting the whole at once, but to fix",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"beer, viz., three half-pence. This was a more comfortable as",well,"as cheaper breakfast, and kept their heads clearer. Those who","  pint of beer, viz., three half-pence. This was a more comfortable as well as cheaper breakfast, and kept their heads clearer. Those who continued sotting with",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"undertook this military business, tho' I did not conceive myself",well,qualified for it. He gave me a commission with full,"  forts. I undertook this military business, tho' I did not conceive myself well qualified for it. He gave me a commission with full powers, and a",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,at London. He was an ingenious man. I remember him,"well,",for when I was a boy he came over to,"  serving an apprenticeship at London. He was an ingenious man. I remember him well, for when I was a boy he came over to my father in Boston",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"extending but from youth to age, life ought to begin",well,"from youth, and more especially before we take our party","  the term of life extending but from youth to age, life ought to begin well from youth, and more especially before we take our party as to our principal",0,NA,0,high,Noun: the well
1860,1868,FIC,AutobiographyBenjamin,"at present think that whoever attempts this aright, and is",well,"qualified, can not fail of pleasing God, and of meeting","  laws. "" I at present think that whoever attempts this aright, and is well qualified, can not fail of pleasing God, and of meeting with success.",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"over those who are stationary, as the latter can not",well,improve their delivery of a sermon by so many rehearsals.,"  advantage itinerant preachers have over those who are stationary, as the latter can not well improve their delivery of a sermon by so many rehearsals. His writing and printing",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"accent, every emphasis, every modulation of voice, was so perfectly",well,"turn'd and well plac'd, that, without being interested in the","  that every accent, every emphasis, every modulation of voice, was so perfectly well turn'd and well plac'd, that, without being interested in the subject",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"houses inhabited, and many new ones building; whereas I remembered","well,","that when I first walk'd about the streets of Philadelphia,","  all the old houses inhabited, and many new ones building; whereas I remembered well, that when I first walk'd about the streets of Philadelphia, eating my",0,NA,0,high,Adverb: verb + well
1860,1868,FIC,AutobiographyBenjamin,"to try for a country school, which he thought himself",well,"qualified to undertake, as he wrote an excellent hand, and","  going from London, to try for a country school, which he thought himself well qualified to undertake, as he wrote an excellent hand, and was a master",0,NA,0,high,Noun: the well
1860,1868,FIC,AutobiographyBenjamin,"I had hardly finish'd this business, and got my fort",well,"stor'd with provisions, when I receiv'd a letter from the","  divine service. I had hardly finish'd this business, and got my fort well stor'd with provisions, when I receiv'd a letter from the governor,",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"a new house near the marsh, and which would very",well,"suit our purpose. Accordingly, in the evening, when the workmen","  which were intended for a new house near the marsh, and which would very well suit our purpose. Accordingly, in the evening, when the workmen were gone",0,NA,0,high,Intensifier + well
1860,1868,FIC,AutobiographyBenjamin, go nearer to thinking,well,of your country; and when your countrymen see themselves well,"  go nearer to thinking well of your country; and when your countrymen see themselves well thought of by Englishmen, they will go nearer to thinking well of England.",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"together, as wet as water could make us. It was",well,"we were not attack'd in our march, for our arms","  were all huddled together, as wet as water could make us. It was well we were not attack'd in our march, for our arms were of the",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"to respect, but even to love you. When they think",well,"of individuals in your native country, they will go nearer","  made not only to respect, but even to love you. When they think well of individuals in your native country, they will go nearer to thinking well of",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,"complaint, which I enumerated. The proprietaries justify'd their conduct as",well,"as they could, and I the Assembly's.","  points of complaint, which I enumerated. The proprietaries justify'd their conduct as well as they could, and I the Assembly's.",0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,her husband deserv'd a silver spoon and China bowl as,well,as any of his neighbors. This was the first appearance,  but that she thought her husband deserv'd a silver spoon and China bowl as well as any of his neighbors. This was the first appearance of plate and China,0,NA,0,high,Fixed phrase: as well / may well
1860,1868,FIC,AutobiographyBenjamin,"Nature and Necessity of a Paper Currency. "" It was",well,receiv'd by the common people in general; but the rich,"  , entitled "" The Nature and Necessity of a Paper Currency. "" It was well receiv'd by the common people in general; but the rich men dislik'd",0,NA,NA,low,MANUAL REVIEW NEEDED
1860,1868,FIC,AutobiographyBenjamin,the girls conducted by a young woman. The discourse seem'd,well,"adapted to their capacities, and was deliver'd in a pleasing,","  tutor, and the girls conducted by a young woman. The discourse seem'd well adapted to their capacities, and was deliver'd in a pleasing, familiar manner",0,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,"with a wrinkled grin at the inconsistency of women. ""","Well,","sir, Mr. Roderick's powers are nothing to me, "" he","  his waistcoat, but with a wrinkled grin at the inconsistency of women. "" Well, sir, Mr. Roderick's powers are nothing to me, "" he said",0,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,two of them. You don't know your own mind very,"well,","I imagine, and you like being admired, rather at the","  can answer for two of them. You don't know your own mind very well, I imagine, and you like being admired, rather at the expense of",0,NA,0,high,Intensifier + well
1870,1876,FIC,RoderickHudson,"finished in a month, and the feat was extraordinary, as",well,"as the statue, which represented an admirably beautiful woman. When","  The Eve was finished in a month, and the feat was extraordinary, as well as the statue, which represented an admirably beautiful woman. When the spring began",0,NA,0,high,Fixed phrase: as well / may well
1870,1876,FIC,RoderickHudson,are served up on rococo china. It' s all very,"well,",but I have a distinct prevision of this -- that,"  and the lotuses are served up on rococo china. It' s all very well, but I have a distinct prevision of this -- that if Roman life does",0,NA,0,high,Intensifier + well
1870,1876,FIC,RoderickHudson,"experience, "" he went on -- "" it' s as",well,to look it frankly in the face -- is that,"  my summer's experience, "" he went on -- "" it' s as well to look it frankly in the face -- is that I possess an almost unlimited",0,NA,0,high,Fixed phrase: as well / may well
1870,1876,FIC,RoderickHudson,a double place. I have to be my brother as,well,as myself. It' s a good deal to ask of,"  I have to fill a double place. I have to be my brother as well as myself. It' s a good deal to ask of a man,",0,NA,0,high,Fixed phrase: as well / may well
1870,1876,FIC,RoderickHudson,"you may not believe it, I like ideas quite as",well.,""" "" I shall be most happy to lend you","  And yet, though you may not believe it, I like ideas quite as well. "" "" I shall be most happy to lend you some books, """,0,NA,0,high,Fixed phrase: as well / may well
1870,1876,FIC,RoderickHudson,"cried good night, and bounded down the garden path. ""","Well,","what do you make of him? "" asked Cecilia, returning","  on this he cried good night, and bounded down the garden path. "" Well, what do you make of him? "" asked Cecilia, returning a short",1,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,"moment and then, with an intenser smile, went on: ""","Well,","sir, your statues are beautiful, all the same! "" Rowland's","  paused a moment and then, with an intenser smile, went on: "" Well, sir, your statues are beautiful, all the same! "" Rowland's",1,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,"me complain of that! "" "" And it doesn't go",well.,There are grievous obstacles. So much I know! You needn't,"  would not have me complain of that! "" "" And it doesn't go well. There are grievous obstacles. So much I know! You needn't protest",0,NA,0,high,Adverb: verb + well
1870,1876,FIC,RoderickHudson,her own resources or the chances of things turning out,well.,"Rowland began immediately to like her, and to feel impatient","  so little reassurance as to her own resources or the chances of things turning out well. Rowland began immediately to like her, and to feel impatient to persuade her",0,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,"in the Coliseum, and conjectured that Assunta had admirers as",well,"as her young mistress, but that, being without the same","  she was doing alone in the Coliseum, and conjectured that Assunta had admirers as well as her young mistress, but that, being without the same domiciliary conveniencies,",0,NA,0,high,Fixed phrase: as well / may well
1870,1876,FIC,RoderickHudson,any other girl would have answered Roderick's sentimental needs as,well.,Any other girl indeed would do so still! Roderick had,  at just that crisis any other girl would have answered Roderick's sentimental needs as well. Any other girl indeed would do so still! Roderick had confessed as much,0,NA,0,high,Fixed phrase: as well / may well
1870,1876,FIC,RoderickHudson,for what they can make of themselves. That' s very,well,"when they can make something great, and I could interest","  for themselves and for what they can make of themselves. That' s very well when they can make something great, and I could interest myself in a man",0,NA,0,high,Intensifier + well
1870,1876,FIC,RoderickHudson,"learn his private opinion. "" Certainly; I liked it as",well,"as I said, "" Gloriani declared in answer to Rowland's","  with him to learn his private opinion. "" Certainly; I liked it as well as I said, "" Gloriani declared in answer to Rowland's anxious query;",0,NA,0,high,Fixed phrase: as well / may well
1870,1876,FIC,RoderickHudson,"than you and know the world better, and it seems",well,that we should voyage a while together. It' s on,"  . I am older than you and know the world better, and it seems well that we should voyage a while together. It' s on my conscience that",0,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,"shall not forget; I shall insist upon it. "" ""","Well,","though I am slow, I am tolerably brave, "" said","  Mind, I shall not forget; I shall insist upon it. "" "" Well, though I am slow, I am tolerably brave, "" said Rowland.",1,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson," the second place,' Nonsense! the boy is doing very",well.,"Let well alone!' "" "" That in the first five","  the second place,' Nonsense! the boy is doing very well. Let well alone!' "" "" That in the first five minutes. What would you",0,NA,0,high,Intensifier + well
1870,1876,FIC,RoderickHudson,"in his talent itself why he should not. "" ""","Well,","we' ll think of that as we sit here alone,","  I see no reason in his talent itself why he should not. "" "" Well, we' ll think of that as we sit here alone, "" she",1,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,"to have tied up my money-bag at thirty. "" ""","Well,","I give you till forty, "" said Cecilia. "" It'","  be a hundred pities to have tied up my money-bag at thirty. "" "" Well, I give you till forty, "" said Cecilia. "" It' s",1,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,"man got six hundred francs, and thought he was very",well,treated. Those were the days when a family could live,"  all that. The man got six hundred francs, and thought he was very well treated. Those were the days when a family could live like princes in Italy",0,NA,0,high,Intensifier + well
1870,1876,FIC,RoderickHudson,""" Tell me about them. Who were they? "" ""","Well,","there was my cousin, through whom I made his acquaintance:","  friends. "" "" Tell me about them. Who were they? "" "" Well, there was my cousin, through whom I made his acquaintance: a delightful",1,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,"of temper, he assumed that fate had treated him inordinately",well,and that he had no excuse for taking an ill-natured,"  no allowance on grounds of temper, he assumed that fate had treated him inordinately well and that he had no excuse for taking an ill-natured view of life, and",0,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,"it was because nature had blessed him, inwardly, with a",well,"of vivifying waters. Mrs. Mallet had been a Miss Rowland,","  stone himself, it was because nature had blessed him, inwardly, with a well of vivifying waters. Mrs. Mallet had been a Miss Rowland, the daughter of",0,NA,0,high,Noun: the well
1870,1876,FIC,RoderickHudson,reason enough for her. I have imagined she wishes me,"well,",as they say here -- though she has never distinguished,"  . That' s reason enough for her. I have imagined she wishes me well, as they say here -- though she has never distinguished me in such a",0,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,think I may say that it has turned out as,well,"as I expected. "" "" Are you happy? "" ""","  hoped? "" "" I think I may say that it has turned out as well as I expected. "" "" Are you happy? "" "" Don't I",0,NA,0,high,Fixed phrase: as well / may well
1870,1876,FIC,RoderickHudson,"is knowledge, pleasure, experience. Anything of that kind! "" ""","Well,","he' s guzzling in earnest, "" said Rowland. Hudson gave","  cup is knowledge, pleasure, experience. Anything of that kind! "" "" Well, he' s guzzling in earnest, "" said Rowland. Hudson gave a",1,NA,NA,low,MANUAL REVIEW NEEDED
1870,1876,FIC,RoderickHudson,Indeed? -- a novice! For a novice this is very,"well,",""" Mrs. Light declared. "" Cavaliere, we have seen nothing","  . "" "" Indeed? -- a novice! For a novice this is very well, "" Mrs. Light declared. "" Cavaliere, we have seen nothing better than",0,NA,0,high,Intensifier + well
1870,1876,FIC,RoderickHudson,"am, I' m a self-made man, every inch of me!","Well,","if our young friend is booked for fame and fortune,","  I am, I' m a self-made man, every inch of me! Well, if our young friend is booked for fame and fortune, I don't",1,NA,1,high,DM: Sentence-initial + comma/punct
1870,1876,FIC,RoderickHudson,"him. "" Unquestionably, after all you have done. "" ""","Well,","then, right or wrong, I am tired. I certainly have","  looking at him. "" Unquestionably, after all you have done. "" "" Well, then, right or wrong, I am tired. I certainly have done",1,NA,NA,low,MANUAL REVIEW NEEDED
